email,label
hello have you seen and discussed this article and his approach thank you URL hell there are no rules here we re trying to accomplish something thomas alva edison this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
yes great minds think alike but even withput eval rules it would be very useful it would allow us to respond quickly to spammer s tricks theo van dinter wrote on thu aug NUMBER NUMBER at NUMBER NUMBER NUMBERam NUMBER marc perkel wrote has anyone though of the idea of live updates of rules after release the idea being that the user can run a cron job once a week or so and get the new default rule set this would allow us to react faster to i suggested this a few months ago i don t remember the details of what came out of it except that it would only be useful for non eval rules since those require code changes this URL email is sponsored by osdn tired of that same old cell phone get a new here for free URL _______________________________________________ spamassassin devel mailing list spamassassin devel URL URL ,0
on mon aug NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER john p looney mentioned this is likely because to get it to boot like the cobalt i m actually passing root dev hdaNUMBER to the kernel not dev mdNUMBER just to solve this the reason i was booting the box with root dev hdaNUMBER not dev mdNUMBER was because dev mdNUMBER wasn t booting it would barf with can t find init it turns out that this is because i was populating mdNUMBER with tar which seems to have issues with crosslinked files for instance it was trying to make a hard link of URL to hda and failing it was only as i did it again with a friend present that he spotted the errors and queried them we noticed that the hard linked files just didn t exist on the new rootfs when we duplicated the filesystems with dump instead of tar it worked fine i was able to tell lilo to use root dev mdNUMBER and everything worked woohoo kate irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,0
use perl daily headline mailer this week on perlNUMBER porters NUMBER september NUMBER october NUMBER posted by rafael on monday october NUMBER NUMBER NUMBER summaries URL rats posted by km on monday october NUMBER NUMBER NUMBER news URL copyright NUMBER NUMBER pudge all rights reserved you have received this message because you subscribed to it on use perl to stop receiving this and other messages from use perl or to add more messages or change your preferences please go to your user page URL you can log in and change your preferences from there ,0
use perl daily newsletter in this issue this week on perlNUMBER porters NUMBER september NUMBER october NUMBER rats this week on perlNUMBER porters NUMBER september NUMBER october NUMBER posted by rafael on monday october NUMBER NUMBER NUMBER summaries URL it was a busy week indeed with long threads interesting bugs clever fixes miscellaneous optimizations some new ideas a few jokes mysterious failures and finally a security hole read on this story continues at URL discuss this story at URL rats posted by km on monday october NUMBER NUMBER NUMBER news URL odud writes rats the rough auditing tool for security is a security auditing utility for c c python perl and php code rats scans source code finding potentially dangerous function calls the goal of this project is not to definitively find bugs the current goal is to provide a reasonable starting point for performing manual security audits produced by NUMBER secure software uses a database so you can alter what you want it to look for not a replacement for using stricture or your head but is a good place to start some security auditing on your perl discuss this story at URL links NUMBER URL copyright NUMBER NUMBER pudge all rights reserved you have received this message because you subscribed to it on use perl to stop receiving this and other messages from use perl or to add more messages or change your preferences please go to your user page URL you can log in and change your preferences from there ,0
 benoit claimed the prize for his size NUMBER feet in the female division of the competition three women tied for first place with size NUMBER feet winners took home a NUMBER gift certificate to either footlocker or barrie ltd well crap mine are size NUMBER if i d have known the contest was happening i would have gone said justin simon NUMBER the proud owner of size NUMBER feet a lot of the guys have bigger feet than that dexter upshaw NUMBER wears a size NUMBER simon said the NUMBER gift certificate would have almost paid for a new pair of shoes almost if you shop at payless but sure could have used the NUMBER anyway fel new cafe forteana is back URL URL weird page URL non text portions of this message have been removed yahoo groups sponsor home selling try us URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 helen mike wrote chat tends to be on irc quakenet forteana most nights i think this was done mainly because of troll infestation colin has control most nights on there and he keeps an eye on people and kicks them if they come in under assumed names or as soon as they show their true natures just call him billy goat gruff how do you sign up thanks kelly kelly same thing as when you used to come to frogstone on dalnet frogstone is still there and also forteana if you want to go to quakenet just change your server in mirc if that is what you use to that fel new cafe forteana is back URL URL weird page URL non text portions of this message have been removed yahoo groups sponsor plan to sell a home URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 i managed to get myself an imac yesterday just a gNUMBER but a good un and was wondering if any of the apple people on here could recommend a good isp for narrow band at the moment for getting online under os x stew my local isp works great with my imac i don t know what you guys have over there but os x ought to let you get online as well as anything else crossing my fingers though i did a upgrade to jaguar and ended up doing a scrape and install after that oh and i am on NUMBERk dialup fel new cafe forteana is back URL URL weird page URL non text portions of this message have been removed yahoo groups sponsor home selling try us URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 tom r URL URL which one s you i m actually taking the photo both figures are in fact waxworks this was in mme tussaud s in of all places sydney australia t damn it tom i had my kids believing you knew albert einstein well until the smart one asked just how old you were now fel new cafe forteana is back URL URL weird page URL non text portions of this message have been removed yahoo groups sponsor plan to sell a home URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 that goddess chick wrote thanks fel got no scanner my photo is in that group of NUMBER obsessive compulsive clipsters in ft NUMBER or NUMBER terry great and right now all my pre NUMBERs are in washington state in a cardboard box in a shed in the back of sydde s garage probably mice nests by now put a scanner on your christmas list right above world peace fel new cafe forteana is back URL URL maybe a kind soul with access to that issue and a scanner could scan it and forward to you terry i would appreciate that very much as i won t be getting back to washington until december fel new cafe forteana is back URL URL weird page URL non text portions of this message have been removed yahoo groups sponsor sell a home with ease URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
hi i try to rebuild xine from src package and i get these errors finding provides usr lib rpm find provides finding requires usr lib rpm find requires prereq rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires rpmlib rpmlib payloadfileshaveprefix NUMBER NUMBER NUMBER rpmlib compressedfilenames NUMBER NUMBER NUMBER NUMBER requires xine libs NUMBER NUMBER NUMBER bin sh obsoletes xine devel rpm build errors user dude does not exist using root user dude does not exist using root user dude does not exist using root user dude does not exist using root user dude does not exist using root file not found var tmp xine root usr bin aaxine thx roi _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER _kevin hemenway_ finding more channels NUMBER NUMBER in simple terms there are thousands of web sites that are actively providing their news and headlines in a format amphetadesk can understand rss and while amphetadesk knows about a good number of these sites it d be impossible to hunt down each and every single possibility so this page is here to teach you how to fish NUMBER NUMBER URL ,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER yahoo the case for regime change NUMBER khatami asked the u n to set a deadline for bush to step down in favor of president in exile al gore the legitimate winner of the NUMBER election the results of which were subverted through widespread voting irregularities and intimidation this will likely require a prolonged bombing campaign targeting major u s cities and military installations followed by a ground invasion led by european forces civilian casualties would likely be substantial said a french military analyst but the american people must be liberated from tyranny even before bush the american political system was a shambles said prof salvatore deluna of the university of madrid their single party plutocracy will have to be reshaped into true parliamentary style democracy moreover the economy will have to be retooled from its current military dictatorship model in which a third of the federal budget goes to arms and taxes are paid almost exclusively by the working class to one in which basic human needs such as education and poverty are addressed their infrastructure is a mess they don t even have a national passenger train system fixing a failed state of this size will require many years welcome news the only way to crush america s fundamentalist tendencies is by showing them who s boss NUMBER URL ,0
url URL date not supplied steve sez it s tragic when life imitates wile e coyote cartoons guy boobytraps his house to get his family if they try to break in and seemingly is killed himself by his own traps link NUMBER discuss NUMBER _thanks steve NUMBER _ NUMBER URL NUMBER URL NUMBER URL ,0
url URL date not supplied curcumin the chemical that makes curry yellow turns out to be a good compound for treating radiation burns resulting from cancer therapy link NUMBER discuss NUMBER _thanks cheryl _ NUMBER URL NUMBER URL ,0
url URL date not supplied a nintendo newsletter from NUMBER is going for ober NUMBER on ebay link NUMBER discuss NUMBER _ thanks billy hayes _ NUMBER URL NUMBER URL ,0
url URL date not supplied the new neiman marcus christmas catalog is out in october including you as an action figure NUMBER NUMBER a bamboo hut NUMBER NUMBER and a leather frisbee NUMBER link NUMBER discuss NUMBER NUMBER URL NUMBER URL ,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER bbc reporter donal macintyre wins high profile libel case against police ,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER world latest hundreds of palestinians vent their anger as dozens of israeli tanks withdrew after a gruelling three hour raid on the gaza strip ,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER afghanistan in his final report one year from the beginning of the us campaign rory mccarthy finds mounting anger at the military presence ,0
url URL date not supplied the largest object found since NUMBER is half the size of pluto and calls that object s planetary status into question ,0
url URL date not supplied world chess champion vladimir kramnik takes the lead over the computer deep fritz after the machine makes a peculiar mistake ,0
url URL date not supplied a new japanese system allows palmtop computers to swap large amounts of data when their owners shake hands ,0
url URL date not supplied the medicine prize goes to research that revealed how cell suicide sculpts the body and when disrupted causes disease ,0
quoting brendan kehoe brendan zen org as a workaround the various distributions could use a gpg singature to verify correctness of the file since the distributor s secret key is required to create that signature it would add a pretty significant step that would have to be taken to make it possible to replace both a rpm or apt file and its accompanying signature there are complex problems inherent in attempts to implement this URL cheers my pid is inigo montoya you kill NUMBER rick moen my parent process prepare to vi rick URL irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,0
brendan kehoe wrote as a workaround the various distributions could use a gpg singature to verify correctness of the file since the distributor s secret key is required to create that signature it would add a pretty significant step that would have to be taken to make it possible to replace both a rpm or apt file and its accompanying signature check your local friendly red hat installation root localhost upNUMBERdate rpm checksig zsh NUMBER NUMBER NUMBER NUMBER src rpm zsh NUMBER NUMBER NUMBER NUMBER src rpm mdNUMBER gpg ok of course this is only as useful as say the gpg keys distributed with the kernel tarballs i e if you don t actually bother checking the sig then you are open to abuse it s entirely possible that rpm can be configured to require good signatures but i ve not read that part of the fine manual just yet cheers waider waider URL yes it is very personal of me irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,0
thanks for the info aj i found weblog at URL which has some click path reporting it s simple but works report generation takes a bit though even with dns resolution turned off donncha on monday NUMBER october NUMBER NUMBER NUMBER aj mckee wrote donncha i ve been using mod_usertrack for a good while now i use in by default in every vhost that i set up i assign a cookie name and set the expiry for about a year i have to say it looks ok a few things to note though if a _______________________________________________ webdev mailing list webdev URL URL ,0
 from the bbc website URL tuesday NUMBER october NUMBER NUMBER NUMBER gmt NUMBER NUMBER uk fake bank website cons victims west african criminals have used a fake version of a british bank s online service to milk victims of cash say police the fake site was used to squeeze more money out of people they had already hooked the site has been shut down but uk national criminal intelligence service ncis said at least two canadians had lost more than NUMBER NUMBER after being taken in by the fake website the scam behind the fake web domain was the familiar one that offers people a share of the huge sums of money they need moved out of various african nations ncis said the use of the web was helping the conmen hook victims that would otherwise spot the scam convincing site news of this latest scam was revealed by bbc radioNUMBERlive it found that an unclaimed web domain of a uk bank had been used by conmen to get more cash out their victims a ncis spokesman said the domain looked legitimate because it had the in front of the bank s name i have seen the microsite myself and it s very sophisticated said the ncis spokesman it s very convincing especially to people not very experienced online once the con was discovered it was quickly shut down however the people behind it have not been caught ncis does know that at least two people have lost more than NUMBER NUMBER the bank involved has bought up the domain used in the con as well as many other permutations of its name to limit the chance it could happen again domain games usually people are first hooked in to what has become known as advanced fee or NUMBER fraud by replying to an unsolicited fax or e mail offering a share of any cash successfully moved out of africa the NUMBER refers to the part of the nigerian penal code dealing with such crimes like any con there is no money to be moved at all and instead anyone taking the bait is asked to pay increasingly large sums to supposedly bribe uncooperative officials and to smooth the passage of the cash although this con has been practiced for years people still fall victim to it ncis estimates that up to five americans are sitting in hotel lobbies in london everyday waiting to meet people connected with this con cutting edge fraud often the conmen provide fake banking certificates to give the con an air of legitimacy people tricked into clicking on fake sites but a spokesman for ncis said fake or spoof websites are now being used in place of the certificates to many people nowadays the cutting edge of banking technology is web technology said the spokesman one of the first groups of conmen to use this method set up a fake website that supposedly gave victims access to accounts held at the south african reserve bank the country s national bank typically victims are given a login name and password and are encouraged to visit the site so they can see that the cash they are getting a share of has been deposited in their name but before they can get their hands on the cash the victims are typically asked to hand over more of their own money to help the transfer go ahead once the south african police discovered the ruse they declared it a national priority crime and soon arrested the NUMBER people behind it modern gloss an briefing paper prepared by ncis in august on organised crime noted that criminals were increasingly turning to the web to lure new victims and give old cons a modern gloss the ncis spokesman urged people who have fallen victim to NUMBER fraud to come forward and help it track down the perpetrators he said in the last two months it had arrested NUMBER people overseas involved with this type of fraud he said any e mail fax or letter making an offer that looks to good too be true undoubtedly is one of the first companies to fall victim to website spoofing was net payment service paypal conmen set up a fake site and asked people to visit and re enter their account and credit card details because paypal had lost the information the website link included in the e mail looked legitimate but in fact directed people to a fake domain that gathered details for the conmen s personal use yahoo groups sponsor sell a home for top URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 URL tuesday NUMBER october NUMBER NUMBER NUMBER gmt NUMBER NUMBER uk lennon killer seeks parole again the man who shot dead former beatle john lennon is making another bid for early release from prison the day before what would have been lennon s NUMBERnd birthday mark david chapman NUMBER was jailed for life after he admitted killing the superstar outside his new york apartment building in NUMBER it is the second time in two years that chapman has sought parole from attica state prison at a NUMBER hearing he argued that he was no longer a danger to society and had overcome the psychological problems which led him to shoot the ex beatle chapman had said that a voice in his head told him to shoot the star shot dead lennon was shot four times as he emerged from a limousine outside his new york city apartment on NUMBER december NUMBER he and his wife yoko ono were returning from a late night recording session during which time they had been working on walking on thin ice only hours before the shooting chapman who had come to new york from hawaii was photographed with the singer outside the same building as lennon signed a copy of his album double fantasy for him the killer said lennon had been just a picture on an album cover to him before the shooting deserved death chapman has said that he should have received the death penalty for his crime lennon s widow told the NUMBER parole hearing that she would not feel safe if chapman were released lennon s songwriting partnership with paul mccartney propelled the liverpool based pop group to international stardom and unparalleled commercial success the beatles front man peace campaigner and all round iconoclast would have been NUMBER on wednesday yahoo groups sponsor plan to sell a home URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 i d normally never buy this but the xbox is eurNUMBER on iol s shop a very large company are making a loss on it and URL mandrake has been released for it isn t it NUMBER in smyths don t forget to add to that the modchip and the time to put it on me thinks unless you want NUMBERd graphics URL is the way to go l irish linux users group ilug URL URL for un subscription information list maintainer listmaster URL ,0
 URL evangelicals threat to new archbishop direct action threat over liberal views on sexuality stephen bates religious affairs correspondent tuesday october NUMBER NUMBER the guardian evangelical fundamentalists last night stepped up their campaign to oust rowan williams the incoming archbishop of canterbury before he even takes up his post by threatening to take direct action against him the council of the church society the church of england s oldest evangelical body joined a younger evangelical pressure group called reform which is also opposed to dr williams in calling on him to recant his supposedly liberal views on sexuality or stand down following an emergency meeting the NUMBER year old society whose leaders met the archbishop last week proclaimed their continued opposition to his appointment and called on all anglicans to spurn him the move is the latest stage of an increasingly aggressive attempt to destabilise the new archbishop whose leftwing political views are regarded with deep suspicion by the conservative fringes of the evangelical movement some evangelicals object to dr williams s acknowledgement that he has ordained a gay priest something many bishops have done and that those who have sex outside marriage need not necessarily be spurned the new archbishop has repeatedly assured them that he respects the canons of the church nevertheless the society said it is clear that he prefers his private judgment to the voice of scripture to the voice of tradition and to the common mind of the church as such he can only be a focus of disunity the council called upon loyal anglicans to pray specifically that rowan williams would see the error in his teaching change his views or stand down it said the society claimed to have drawn up an action plan including calling on bishops and primates of the NUMBER million worldwide anglican communion of which archbishops of canterbury are the leaders to distance themselves from dr williams s doctrinal and ethical position it promised it would be taking steps towards appropriate direct action it added that dr williams remained on the editorial board of a journal called theology and sexuality which six months ago published articles allegedly commending homosexual behaviour despite its claim the society does not represent the common mind of the church dr williams currently archbishop of wales was chosen by the crown appointments commission of church members including evangelicals and his appointment was endorsed by the prime minister and the queen he is due to succeed george carey who retires this month and will be formally enthroned at canterbury cathedral in february asked what form direct action might take the rev george curry the society s chairman said watch this space presumably it could involve a small minority of parishes repudiating the new archbishop and seeking alternative oversight or even demonstrations at services where dr williams is present church of england bishops who have hitherto largely kept their heads down during the row are meeting next week to discuss their response to the evangelical extremists challenge which appears to have grown in the absence of a robust rebuttal a letter by senior theologians in today s guardian however repudiates the evangelicals tactics calling them unseemly and contrary to biblical teaching on the bbc s thought for the day yesterday angela tilby vice principal of westcott house cambridge accused dr williams s opponents of presumption and blackmail it is in fact a thoroughly aggressive way to behave it is attempting to force an issue by emotional violence manipulating to get your way is often preferable to painstaking negotiation she said last week dr williams said he was deeply saddened matters of sexuality should not have the priority or centrality that reform and the church society have tried to give them the archbishop cannot withdraw his appointment since so many including evangelicals have urged him to take the post the archbishop believes it to be his duty under god yahoo groups sponsor sell a home with ease URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
 URL weevil pest warms to life in south west london james meek science correspondent tuesday october NUMBER NUMBER the guardian they re chomping in chelsea fulham and pimlico but despite their fancy taste in london addresses they are neither posh nor particularly fussy they are vine weevils and they want to eat your plants two species of vine weevil previously unable to survive britain s cold winters have been discovered in south west london and one has also been detected in surrey cardiff and edinburgh this is probably the most serious new garden pest in recent memory said max barclay the curator of beetles at the natural history museum in london who discovered the creatures in the uk the black vine weevil has long been native to britain causing enormous damage to glossy leaved plants such as laurels but the two new species otiorhynchus armadillo and otiorhynchus salicicola not previously known north of switzerland are now prevalent in south london it s very likely these weevils have been introduced to britain through imported ornamental plants from italy said dr barclay it looks like they re here to stay he found otiorhynchus armadillo on the window of a chelsea department store in NUMBER but as the shop sold imported house plants he assumed it was a migrant it has now quietly become the most common species of vine weevil in south west london the second invader is not so numerous but has established itself firmly in the same area apart from laurels vine weevils attack bay viburnum ornamental ivy and grape vines an early sign of trouble is that notches appear in leaves the soil dwelling larvae bite the roots off below the surface one possible explanation for the invaders successful colonisation of britain is global warming earlier springs and milder winters are already a fact yahoo groups sponsor sell a home with ease URL to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0
